ID;Identity;FamilyName;MaidenName;FirstNames;Sex;BirthDate;BirthLocation;DeathDate;DeathLocation;Nationality;Masters;MedallistAt;FirstMedal_Date;FirstMedal_Class;SecondMedal_Date;SecondMedal_Class;ThirdMedal_Date;ThirdMedal_Class;FourthMedal_Date;FourthMedal_Class;FifthMedal_Date;FifthMedal_Class;AcadémieBeauxArts_ElectionDate;LegionHonneur_ChevalierDate;LegionHonneur_OfficierDate;LegionHonneur_CommandeurDate
390;Nazon, François-Henri;Nazon;;François-Henri;Man;1821;Réalmont;1902;Montauban;French;"Delaroche, Paul; Gleyre, Charles";"Salon de 1864; Salon de 1866";1864;Unique medal;1866;Unique medal;;;;;;;;;;
391;Nègre, Charles;Nègre;;Charles;Man;1820;Grasse;1880;Grasse;French;"Delaroche, Paul; Ingres, Dominique; Pezetti, Sebastien";Salon de 1850-1851;1850;3rd class medal;;;;;;;;;;;;
392;Némoz, Jean-Baptiste-Augustin;Némoz;;Jean-Baptiste-Augustin;Man;1834;Thodure;1897;Paris;French;"Picot, François Edouard; Cabanel, Alexandre; Bonnefond, Claude";Salon de 1877;1877;3rd class medal;;;;;;;;;;;;
148;Neuville, Alphonse de;Neuville;;Alphonse Marie Adolphe de;Man;1835;Saint Omer;1885;Paris;French;"Picot, François Edouard; Delacroix, Eugène";"Salon de 1859; Salon de 1861";1859;3rd class medal;1861;2nd class medal;;;;;;;;1873;1881;
138;Nittis, Giuseppe de;Nittis;;Giuseppe de;Man;1846;Barletta;1884;Saint Germain en Laye;Italian;"Gérôme, Jean Léon; Calo, Giavanni Battista; DeGregorio, Marco; Rossano, Frederico";Salon de 1876;1876;3rd class medal;;;;;;;;;;1878;;
393;Noël, Jules;Noël;;Jules Achille;Man;1810;Nancy;1881;Mustapha (Algérie);French;"Bertin,  Victor; Charioux, Louis Gabriel";Salon de 1853;1853;3rd class medal;;;;;;;;;;;;
394;Olivié, Léon;Olivié;;Léon;Man;1832;Narbonne;1901;Etretat;French;"Cogniet, Léon; Coedès, Louis Eugène";Salon de 1876;1876;3rd class medal;;;;;;;;;;;;
395;Ordinaire, Marcel;Ordinaire;;Marcel;Man;1848;Maizières;1896;Maizières;French;"Français, Louis; Courbet, Gustave";Salon de 1879;1879;3rd class medal;;;;;;;;;;;;
396;Pabst, Alfred;Pabst;;Camille Alfred;Man;1821;Heiteren les Colmar;1898;Paris;French;Comte, Charles;Salon de 1874;1874;3rd class medal;;;;;;;;;;;;
597;Palizzi, Giuseppe;Palizzi;;Giuseppe Nicola Raimondo;Man;1812;Lanciano;1888;Paris;Italian;"Troyon, Constant; Pitloo, Anton Schminck; Smargiassi, Gabriele; Fergola, Salvatore";Salon de 1848;1848;2nd class medal;;;;;;;;;;1859;;
397;Paris, Camille;Paris;;Camille Adrien;Man;1834;Paris;1901;Barbizon;French;"Picot, François Edouard; Scheffer, Ary";Salon de 1874;1874;3rd class medal;;;;;;;;;;1895;;
398;Parrot, Philippe;Parrot;;Philippe;Man;1831;Saint Martin d'Excidueuil;1894;Paris;French;Dubois, Désiré;"Salon de 1868; Salon de 1870; Salon de 1872";1868;Unique medal;1870;Unique medal;1872;2nd class medal;;;;;;;;
399;Pasini, Alberto;Pasini;;Alberto;Man;1826;Busseto;1899;Cavoretto;Italian;Cicéri, Pierre;"Salon de 1859; Salon de 1863; Salon de 1864";1859;3rd class medal;1863;2nd class medal;1864;Unique medal;;;;;;1868;1878;
400;Passini, Ludwig;Passini;;Ludwig Johann;Man;1832;Vienne;1903;Venise;Austrian;"Passini, Ludwig; Werner, Carl";Salon de 1870;1870;Unique medal;;;;;;;;;;1878;;
598;Passot, Gabriel-Aristide;Passot;;Gabriel-Aristide;Man;1797;Nevers;1875;Paris;French;"Mirbel, Aimée Zoé; Dubufe,  Claude Marie; Millet, Frédéric";Salon de 1848;1834;3rd class medal;1837;2nd class medal;1841;1st class medal;1848;Rappel of 2nd class medal;;;;1852;;
401;Patrois, Isidore;Patrois;;Isidore;Man;1815;Noyers sur Serein;1884;Paris;French;Monvoisin, Raymond;"Salon de 1861; Salon de 1863; Salon de 1864";1861;3rd class medal;1863;Rappel of 3rd class medal;1864;Unique medal;;;;;;1872;;
406;Pelez de Cordova, Fernand;Pelez de Cordova;;Louis Fernand;Man;1820;Paris;1899;;French;Gérôme, Jean Léon;Salon de 1852;1852;3rd class medal;;;;;;;;;;;;
402;Pelez, Fernand;Pelez;;Fernand Emmanuel;Man;1843;Paris;1913;Paris;French;"Cabanel, Alexandre; Barrias, Felix";"Salon de 1876; Salon de 1879; Salon de 1880";1876;3rd class medal;1879;2nd class medal;1880;1st class medal;;;;;;1891;1910;
403;Pelouse, Léon-Germain;Pelouse;;Léon-Germain;Man;1838;Pierrelaye;1891;Paris;French;;"Salon de 1873; Salon de 1876";1873;2nd class medal;1876;1st class medal;;;;;;;;1878;;
599;Penguilly-L'Haridon, Octave;Penguilly-L'Haridon;;Octave;Man;1811;Paris;1870;Paris;French;Charlet, Nicolas Toussaint;Salon de 1848;1847;3rd class medal;1848;2nd class medal;;;;;;;;1851;1862;
404;Penne, Olivier de;Penne;;Charles Olivier de;Man;1831;Paris;1897;Marlotte;French;"Cogniet, Léon; Jacque, Charles";Salon de 1875;1875;3rd class medal;;;;;;;;;;;;
405;Péraire, Emmanuel;Péraire;;Paul Emmanuel;Man;1829;Bordeaux;1893;Paris;French;"Isabey, Eugène; Luminais, Evariste";Salon de 1880;1880;3rd class medal;;;;;;;;;;;;
407;Perrault, Léon;Perrault;;Léon Jean Bazile;Man;1832;Poitiers;1908;Royan;French;"Picot, François Edouard; Bouguereau, William";"Salon de 1864; Salon de 1876";1864;Unique medal;1876;2nd class medal;;;;;;;;1887;;
408;Perret, Aimé;Perret;;Aimé ;Man;1847;Lyon;1927;Bois le Roi;French;"Guichard, Joseph; Vollon, Antoine";Salon de 1877;1877;3rd class medal;;;;;;;;;;1894;;
410;Petit, Eugène;Petit;;Eugène;Man;1839;Paris;1886;Paris;French;"Müller, Edouard; Dieterle, Jules";Salon de 1873;1873;3rd class medal;;;;;;;;;;;;
409;Petit, Savinien;Petit;;François Charles Savinien;Man;1815;Trémilly;1878;Paris;French;Hesse, Nicolas Auguste;"Salon de 1855; Salon de 1857";1844;3rd class medal;1855;2nd class medal;1857;Rappel of 2nd class medal;;;;;;;;
411;Pichon, Pierre-Auguste;Pichon;;Pierre-Auguste;Man;1805;Sorèze;1900;Paris;French;Ingres, Dominique;"Salon de 1857; Salon de 1861";1843;3rd class medal;1844;2nd class medal;1846;1st class medal;1857;Rappel of 1st class medal;1861;Rappel of 1st class medal;;1861;;
412;Picou, Henri;Picou;;Henri Pierre;Man;1824;Nantes;1895;Nantes;French;"Delaroche, Paul; Gleyre, Charles";"Salon de 1848; Salon de 1857";1848;2nd class medal;1857;Rappel of 2nd class medal;;;;;;;;;;
600;Pignerolle, Charles-Marcel de;Pignerolle;;Charles-Marcel de;Man;1815;Angers;1893;Angers;French;Cogniet, Léon;"Salon de 1848; Salon de 1855";1848;2nd class medal;1855;2nd class medal;;;;;;;;;;
413;Pille, Charles-Henri;Pille;;Charles-Henri;Man;1844;Essonnes;1897;Paris;French;Barrias, Felix;"Salon de 1869; Salon de 1872";1869;Unique medal;1872;2nd class medal;;;;;;;;1882;;
601;Pilliard, Jacques;Pilliard;;Jacques;Man;1814;Vienne;1898;Rome;French;"Bonnefond, Claude; Orsel, Victor";Salon de 1848;1843;3rd class medal;1844;2nd class medal;1848;Rappel of 2nd class medal;;;;;;;;
414;Pils, Isidore;Pils;;Isidore Alexandre Augustin;Man;1813;Paris;1875;Douarnenez;French;"Picot, François Edouard; Lethière, Guillaume";"Salon de 1855; Salon de 1857; Salon de 1861";1846;2nd class medal;1855;2nd class medal;1857;1st class medal;1861;Medal of honour;;;1868;1857;1867;
602;Place, Henri;Place;;Henri;Man;1812;Paris;1855;;French;;Salon de 1848;1847;3rd class medal;1848;2nd class medal;;;;;;;;1855;;
415;Plassan, Antoine;Plassan;;Antoine Emile;Man;1817;Bordeaux;1903;Paris;French;;"Salon de 1852; Salon de 1857; Salon de 1859";1852;3rd class medal;1857;Rappel of 3rd class medal;1859;Rappel of 3rd class medal;;;;;;1859;;
416;Pluyette, Auguste-Victor;Pluyette;;Auguste-Victor;Man;1820;Paris;1871;;French;Cogniet, Léon;Salon de 1850-1851;1851;2nd class medal;;;;;;;;;;;;
417;Pointelin, Auguste;Pointelin;;Auguste Emmanuel;Man;1839;Arbois;1933;Paris;French;Maire, Victor;Salon de 1878;1878;3rd class medal;1881;2nd class medal;;;;;;;;1886;1903;1923
418;Poirson, Maurice;Poirson;;Maurice;Man;1850;Paris;1882;Paris;French;Cabanel, Alexandre;Salon de 1875;1875;3rd class medal;;;;;;;;;;;;
603;Pommayrac, Pierre-Paul de;Pommayrac;;Pierre-Paul-Emmanuel de;Man;1807;Puerto Rico;1880;Paris;French;"Mirbel, Aimée Zoé; Gros, Antoine Jean";Salon de 1848;1835;3rd class medal;1836;2nd class medal;1841;1st class medal;1848;Rappel of 1st class medal;;;;1852;;
419;Poncet, Jean-Baptiste;Poncet;;Jean-Baptiste;Man;1827;Saint Laurent de Mure;1901;Lyon;French;Flandrin, Hippolyte;"Salon de 1861; Salon de 1864";1861;3rd class medal;1864;Unique medal;1865;Gravure;;;;;;;;
421;Popelin, Claudius;Popelin;;Claudius Marcel;Man;1825;Paris;1892;Paris;French;"Picot, François Edouard; Scheffer, Ary";Salon de 1865;1865;Unique medal;;;;;;;;;;1869;;
423;Priou, Louis;Priou;;Louis;Man;1845;Toulouse;1921;;French;"Cabanel, Alexandre; Gilbert, Achille";"Salon de 1869; Salon de 1874";1869;Unique medal;1874;1st class medal;;;;;;;;;;
424;Pron, Louis-Hector;Pron;;Louis-Hector;Man;1817;Sézanne;1902;Troyes;French;"Lapito, Auguste; Flers, Camille";Salon de 1849;1849;3rd class medal;;;;;;;;;;;;
425;Protais, Alexandre;Protais;;Alexandre Paul;Man;1825;Paris;1890;Paris;French;Desmoulins, A.;"Salon de 1863; Salon de 1864; Salon de 1865";1863;3rd class medal;1864;Unique medal;1865;Unique medal;;;;;;1865;1877;
426;Puvis de Chavannes, Pierre;Puvis de Chavannes;;Pierre Cecile;Man;1824;Lyon;1898;Paris;French;"Couture, Thomas; Delacroix, Eugène; Scheffer, Henry";"Salon de 1861; Salon de 1864";1861;2nd class medal;1864;Unique medal;1882;Medal of honour;;;;;;1867;1877;1889
427;Quantin, Jules;Quantin;;Marie Jules;Man;1810;Paris;;;French;Cogniet, Léon;Salon de 1861;1861;1st class medal;;;;;;;;;;;;
428;Quost, Ernest;Quost;;Ernest;Man;1844;Avallon;1931;Paris;French;Aumont, Horace;Salon de 1880;1880;3rd class medal;1882;2nd class medal;;;;;;;;1883;1903;
429;Ranvier, Victor;Ranvier;;Joseph Victor;Man;1832;Lyon;1896;Chatillon sous Bagneux;French;"Janmot, Jean Louis; Richard, Irénée";"Salon de 1865; Salon de 1873";1865;Unique medal;1873;2nd class medal;;;;;;;;1878;;
430;Rapin, Alexandre;Rapin;;Alexandre;Man;1839;Noroy le Bourg;1889;Paris;French;"Gleyre, Charles; Gérôme, Jean Léon; Français, Louis; Lancrenon, Joseph Ferdinand";"Salon de 1875; Salon de 1877";1875;3rd class medal;1877;2nd class medal;;;;;;;;;;
431;Ravaut, René-Henri;Ravaut;;René-Henri;Man;;;;;French;"Laurens, Jean Paul; Butin, Ulysse";Salon de 1880;1880;3rd class medal;;;;;;;;;;;;
432;Régamey, Guillaume;Régamey;;Guillaume Urbain;Man;1837;Paris;1875;Paris;French;"Lecoq de Boisboudran, Horace; Bonvin, François";Salon de 1868;1868;Unique medal;;;;;;;;;;;;
433;Regnault, Henri;Regnault;;Alexandre Georges Henri;Man;1843;Paris;1871;Buzenval;French;"Cabanel, Alexandre; Lamothe, Louis";"Salon de 1869; Salon de 1870";1869;Unique medal;1870;Unique medal;;;;;;;;;;
434;Reignier, Jean;Reignier;;Jean Marie;Man;1815;Lyon;1886;Lyon;French;Thierrat, Augustin Alexandre;"Salon de 1848; Salon de 1861";1848;2nd class medal;1861;Rappel of 2nd class medal;;;;;;;;1863;;
435;Renard, Émile;Renard;;Emile Henry;Man;1850;Sèvres;1930;Paris;French;"Cabanel, Alexandre; Cock de, César";Salon de 1876;1876;3rd class medal;;;;;;;;;;1895;1930;
436;Renouf, Émile;Renouf;;Emile;Man;1845;Paris;1894;Le Havre;French;"Lefebvre, Jules; Boulanger, Gustave; Duran, Carolus";Salon de 1880;1880;2nd class medal;;;;;;;;;;1889;;
437;Reynaud, François;Reynaud;;François Maurice;Man;1825;Marseille;1909;Paris;French;"Loubon, Emile; Aubert, Augustin";Salon de 1867;1867;Unique medal;;;;;;;;;;;;
438;Ribot, Théodule;Ribot;;Théodule Augustin;Man;1823;Breteuil;1891;Colombes;French;Glaize, Auguste;"Salon de 1864; Salon de 1865";1864;Unique medal;1865;Unique medal;;;;;;;;1878;;
439;Ricard, Gustave;Ricard;;Louis Gustave;Man;1823;Marseille;1873;Paris;French;"Cogniet, Léon; Aubert, Augustin";"Salon de 1850-1851; Salon de 1852";1850;2nd class medal;1852;1st class medal;;;;;;;;;;
604;Richaud, Joseph;Richaud;;Joseph;Man;1812;Aix en Provence;;;French;Delaroche, Paul;Salon de 1848;1848;2nd class medal;;;;;;;;;;;;
440;Richomme, Jules;Richomme;;Jules;Man;1818;Paris;1902;Paris;French;Drolling, Martin;"Salon de 1861; Salon de 1863";1840;3rd class medal;1842;2nd class medal;1861;Rappel of 2nd class medal;1863;Rappel of 2nd class medal;;;;1867;;
441;Richter, Gustav;Richter;;Gustav Karl Ludwig;Man;1823;Berlin;1884;Berlin;German;"Cogniet, Léon; Holbein, Eduard";"Salon de 1855; Salon de 1857; Salon de 1859";1855;2nd class medal;1857;Rappel of 2nd class medal;1859;Rappel of 2nd class medal;;;;;;;;
442;Riesener, Léon;Riesener;;Louis Antoine Léon;Man;1808;Paris;1878;Paris;French;"Delacroix, Eugène; Gros, Antoine Jean; Riesener, Henry François";"Salon de 1855; Salon de 1864";1836;3rd class medal;1855;3rd class medal;1864;Unique medal;;;;;;1873;;
443;Rigo, Jules;Rigo;;Jules Alfred Vincent;Man;1810;Paris;1892;;French;Cogniet, Léon;"Salon de 1857; Salon de 1859; Salon de 1861; Salon de 1863";1857;3rd class medal;1859;2nd class medal;1861;Rappel of 2nd class medal;1863;Rappel of 2nd class medal;;;;;;
444;Rivey, Arsène;Rivey;;Arsène Hippolyte;Man;1838;Caen;1903;Paris;French;"Picot, François Edouard; Couture, Thomas; Bonnat, Léon; Hébert, Ernest";Salon de 1880;1880;3rd class medal;1888;2nd class medal;;;;;;;;;;
445;Rivoulon, Antoine;Rivoulon;;Antoine;Man;1810;Cusset;1864;Paris;French;Picot, François Edouard;"Salon de 1857; Salon de 1859";1846;3rd class medal;1857;Rappel of 3rd class medal;1859;Rappel of 3rd class medal;;;;;;;;
446;Rixens, Jean-André;Rixens;;Jean-André;Man;1846;Saint Gaudens;1923;Paris;French;"Gérôme, Jean Léon; Yvon, Adolphe";Salon de 1876;1876;3rd class medal;;;;;;;;;;1889;;
447;Robert, Léo-Paul;Robert;;Léo Paul Samuel;Man;1851;Ried;1923;Paris;Swiss;"Gérôme, Jean Léon; Robert, Aurèle; Naue, Julius";Salon de 1877;1877;3rd class medal;;;;;;;;;;;;
617;Robert, Victor;Robert;;Gilbert Camille Victor;Man;1813;Le Puy en Velay;1888;Lavoute sur Loire;French;Ingres, Dominique;Salon de 1857;1845;3rd class medal;1857;Rappel of 3rd class medal;;;;;;;;;;
448;Robert-Fleury, Tony;Robert-Fleury;;Tony;Man;1837;Paris;1912;Paris;French;"Delaroche, Paul; Cogniet, Léon";"Salon de 1866; Salon de 1867; Salon de 1870";1866;Unique medal;1867;Unique medal;1870;Medal of honour;;;;;;1873;1884;1907
449;Robie, Jean;Robie;;Jean Baptiste;Man;1821;Buxelles;1910;Saint Gilles;Belgian;Tasson, François;"Salon de 1850-1851; Salon de 1863";1850;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;;;
450;Robinet, Paul;Robinet;;Paul Gustave;Man;1845;Magny Vernois;1923;;French;"Cabat, Louis; Meissonier, Ernest; Barrias, Felix; Zünd, Robert";Salon de 1869;1869;Unique medal;;;;;;;;;;;;
451;Roche, Alexandre;Roche;;Alexandre Marie;Man;1823;Paris;1878;;French;Picot, François Edouard;Salon de 1849;1849;3rd class medal;;;;;;;;;;;;
453;Rodakowski, Henryk;Rodakowski;;Henryk Hipolit;Man;1823;Lviv;1894;Cracovie;Polish;Cogniet, Léon;"Salon de 1852; Salon de 1855";1852;1st class medal;1855;3rd class medal;;;;;;;;1861;;
454;Rodriguez Barcaza, Ramón;Rodriguez Barcaza;;Ramon;Man;1820;Cadiz;1892;Cadiz;Spanish;Cogniet, Léon;Salon de 1867;1867;Unique medal;;;;;;;;;3;;;
452;Roehn, Alphonse-Jean;Roehn;;Alphonse-Jean;Man;1799;Paris;1864;Paris;French;"Gros, Antoine Jean; Regnault, Jean Baptiste";"Salon de 1857; Salon de 1859; Salon de 1863";1827;2nd class medal;1857;Rappel of 2nd class medal;1859;Rappel of 2nd class medal;1863;Rappel of 2nd class medal;;;;;;
455;Roll, Alfred;Roll;;Alfred Philippe;Man;1846;Paris;1919;Paris;French;"Gérôme, Jean Léon; Bonnat, Léon; Harpignies, Henri";"Salon de 1875; Salon de 1877";1875;3rd class medal;1877;1st class medal;;;;;;;;1883;1900;
456;Romagny, Charles-Ernest;Romagny;;Charles-Ernest;Man;1828;Mello;1858;Paris;French;Cogniet, Léon;Salon de 1857;1857;3rd class medal;;;;;;;;;;;;
457;Ronot, Charles;Ronot;;Charles;Man;1820;Belan sur Ource;1895;Dijon;French;Glaize, Auguste;"Salon de 1876; Salon de 1878";1876;2nd class medal;1878;1st class medal;;;;;;;;;;
458;Rosier, Amédée;Rosier;;Amédée;Man;1831;Meaux;1898;;French;"Cogniet, Léon; Durand Brager, Henri";Salon de 1876;1876;3rd class medal;;;;;;;;;;;;
459;Rouffio, Paul;Rouffio;;Albert Alexandre Paul;Man;1847;Marseille;1911;Viroflay;French;"Cabanel, Alexandre; Chazal, Camille";Salon de 1879;1879;3rd class medal;;;;;;;;;;;;
460;Rougeron, Jules-James;Rougeron;;Jules-James;Man;1841;Gevrey Chambertin;1880;Paris;French;"Picot, François Edouard; Cabanel, Alexandre";Salon de 1880;1880;2nd class medal;;;;;;;;;;;;
606;Rousseau, Philippe;Rousseau;;Philippe François;Man;1816;Paris;1887;Acquigny;French;"Gros, Antoine Jean; Bertin,  Victor";"Salon de 1848; Salon de 1855";1845;3rd class medal;1848;1st class medal;1855;2nd class medal;;;;;;1852;1870;
461;Rousseau, Théodore;Rousseau;;Pierre Etienne Théodore;Man;1812;Paris;1867;Barbizon;French;"Rémond, Charles; Lethière, Guillaume";"Salon de 1849; Salon de 1855";1834;3rd class medal;1849;1st class medal;1855;1st class medal;;;;;;1852;1867;
462;Roux, Louis;Roux;;Prosper François Louis;Man;1817;Paris;1903;Paris;French;Delaroche, Paul;"Salon de 1857; Salon de 1859";1846;3rd class medal;1857;2nd class medal;1859;Rappel of 2nd class medal;;;;;;;;
463;Roybet, Ferdinand;Roybet;;Ferdinand Victor Léon;Man;1840;Uzès;1920;Paris;French;Vibert, Victor;Salon de 1866;1866;Unique medal;1894;Medal of honour;;;;;;;;1892;1900;
464;Rozier, Dominique;Rozier;;Dominique Hubert;Man;1840;Paris;1901;Paris;French;Vollon, Antoine;"Salon de 1876; Salon de 1880";1876;3rd class medal;1880;2nd class medal;;;;;;;;;;
607;Rudder, Louis-Henri de;Rudder;;Louis Henri de;Man;1807;Paris;1881;Paris;French;"Gros, Antoine Jean; Charlet, Nicolas Toussaint";Salon de 1848;1840;3rd class medal;1848;2nd class medal;;;;;;;;1863;;
465;Saal, Georg;Saal;;Georg Eduard Otto;Man;1818;Coblence;1870;Baden-Baden;German;Schirmer, Johann Wilhelm;Salon de 1866;1866;Unique medal;;;;;;;;;;;;
466;Sain, Édouard;Sain;;Edouard Alexandre;Man;1830;Cluny;1910;Paris;French;Picot, François Edouard;"Salon de 1866; Salon de 1875";1866;Unique medal;1875;3rd class medal;;;;;;;;1877;;
467;Saintin, Jules;Saintin;;Jules Emile;Man;1829;Lemée;1894;Paris;French;"Picot, François Edouard; Drolling, Martin; Leboucher, Achille Jean Baptiste";"Salon de 1866; Salon de 1870";1866;Unique medal;1870;Unique medal;;;;;;;;1877;;
468;Saint-Pierre, Gaston;Saint-Pierre;;Gaston Casimir;Man;1833;Nîmes;1916;Paris;French;"Cogniet, Léon; Jalabert, Charles";"Salon de 1868; Salon de 1879";1866;Unique medal;1879;2nd class medal;;;;;;;;1881;1903;
469;Salmson, Hugo;Salmson;;Hugo Frederik;Man;1844;Stockolm;1894;Lund;Swedish;Comte, Charles;Salon de 1879;1879;3rd class medal;;;;;;;;;;1889;;
470;Sarazin de Belmont, Louise-Joséphine;Sarazin de Belmont;Sarazin de Belmont;Louise-Joséphine;Woman;1790;Versailles;1870;Paris;French;Valenciennes, Pierre Henry de;Salon de 1861;1831;2nd class medal;1834;1st class medal;1861;Rappel of 1st class medal;;;;;;;;
471;Sautai, Paul-Émile;Sautai;;Paul-Émile;Man;1842;Amiens;1901;Paris;French;"Robert-Fleury, Tony; Lefebvre, Jules";"Salon de 1870; Salon de 1875";1870;Unique medal;1875;2nd class medal;;;;;;;;1885;;
472;Schenck, August;Schenck;;August Friedrich Albrecht;Man;1828;Glückstadt;1901;Ecouen;German;Cogniet, Léon;Salon de 1865;1865;Unique medal;;;;;;;;;;1885;;
473;Schneider, Félicie;Schneider;Fournier;Félicie;Woman;1831;Saint Cloud;1888;;French;"Cogniet, Léon; Fournier, Amable Nicolas";Salon de 1870;1870;Unique medal;;;;;;;;;;;;
474;Schreyer, Adolf;Schreyer;;Adolf Christian;Man;1828;Francfort;1899;Cronberg;German;Becker, Adolf von;"Salon de 1864; Salon de 1865; Salon de 1867";1864;Unique medal;1865;Unique medal;1867;Unique medal;;;;;;;;
475;Schutzenberger, Louis;Schutzenberger;;Louis Frederic;Man;1825;Strasbourg;1903;Strasbourg;French;"Delaroche, Paul; Gleyre, Charles";"Salon de 1850-1851; Salon de 1861; Salon de 1863";1850;3rd class medal;1861;2nd class medal;1863;Rappel of 2nd class medal;;;;;;1870;;
608;Sebron, Hippolyte;Sebron;;Hippolyte Victor Valentin;Man;1804;Caudebec en Caux;1879;Paris;French;"Cogniet, Léon; Daguerre, Louis";Salon de 1848;1838;3rd class medal;1840;2nd class medal;1844;1st class medal;1848;Rappel of 2nd class medal;;;;1867;;
476;Ségé, Alexandre;Ségé;;Alexandre;Man;1818;Paris;1885;Coubron;French;Cogniet, Léon;"Salon de 1869; Salon de 1873";1869;Unique medal;1873;2nd class medal;;;;;;;;1874;;
477;Sellier, Charles;Sellier;;Charles François Auguste;Man;1830;Nancy;1882;Nancy;French;"Cogniet, Léon; Leborne, Louis";"Salon de 1865; Salon de 1872";1865;Unique medal;1872;2nd class medal;;;;;;;;;;
478;Servin, Amédée;Servin;;Amédée Elie;Man;1829;Paris;1884;Villiers sur Morin;French;Drolling, Martin;"Salon de 1867; Salon de 1869; Salon de 1872";1867;Unique medal;1869;Unique medal;1872;2nd class medal;;;;;;;;
479;Sohn, Wilhelm;Sohn;;Johann August Wilhelm;Man;1830;Berlin;1899;Bonn;German;Sohn, Karl Ferdinand;Salon de 1867;1867;Unique medal;;;;;;;;;;;;
480;Sorieul, Jean;Sorieul;;Jean;Man;1824;Rouen;1871;Rouen;French;"Cogniet, Léon; Bellangé, Hippolyte";"Salon de 1850-1851; Salon de 1863";1850;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;;;
481;Soyer, Paul;Soyer;;Paul Constant;Man;1823;Paris;1903;Ecouen;French;Cogniet, Léon;Salon de 1870;1870;Unique medal;;;;;;;;;;;;
609;Steinheil, Louis;Steinheil;;Louis Charles Auguste;Man;1814;Strasbourg;1885;Paris;French;"David d'Angers, Pierre Jean; Decaisne, Henri";Salon de 1848;1847;3rd class medal;1848;2nd class medal;1851;Architecture;;;;;;1860;;
483;Stevens, Alfred;Stevens;;Alfred Emile Leopold;Man;1823;Bruxelles;1906;Paris;Belgian;"Roqueplan, Camille; Willems, Florent";"Salon de 1853; Salon de 1855";1853;3rd class medal;1855;2nd class medal;;;;;;;;1863;1867;1878
482;Stevens, Joseph;Stevens;;Joseph Edouard;Man;1816;Bruxelles;1892;Bruxelles;Belgian;Robbe, Louis;"Salon de 1852; Salon de 1855; Salon de 1857";1852;2nd class medal;1855;2nd class medal;1857;Rappel of 2nd class medal;;;;;;1861;;
484;Sturel, Octavie;Sturel;Paigné;Octavie Marie;Woman;1819;Metz;1854;Metz;French;"Maréchal, Charles Laurent; Paigné, Melanie";Salon de 1853;1853;3rd class medal;;;;;;;;;;;;
485;Sylvestre, Joseph;Sylvestre;;Joseph Noel;Man;1847;Béziers;1926;Paris;French;Cabanel, Alexandre;"Salon de 1875; Salon de 1876";1875;2nd class medal;1876;1st class medal;;;;;;;;;;
486;Tabar, Léopold;Tabar;;François Germain Léopold;Man;1818;Paris;1869;Argenteuil;French;Delaroche, Paul;Salon de 1867;1867;Unique medal;;;;;;;;;;;;
487;Tassaert, Octave;Tassaert;;Octave;Man;1800;Paris;1874;Paris;French;"Girard, Ernest; Lethière, Guillaume";"Salon de 1849; Salon de 1855";1838;2nd class medal;1849;1st class medal;1855;3rd class medal;;;;;;;;
488;Thévenin, Rosalie;Thévenin;Thevenin;Marie Anne Rosalie;Woman;;Lyon;1892;Paris;French;"Cogniet, Léon; Paris, Joseph François";"Salon de 1849; Salon de 1859; Salon de 1861";1849;3rd class medal;1859;Rappel of 3rd class medal;1861;Rappel of 3rd class medal;;;;;;;;
489;Thirion, Eugène;Thirion;;Eugène Romain;Man;1839;Paris;1910;Paris;French;"Picot, François Edouard; Cabanel, Alexandre; Fromentin, Eugène";"Salon de 1866; Salon de 1868; Salon de 1869";1866;Unique medal;1868;Unique medal;1869;Unique medal;;;;;;1872;;
520;Thoren, Otto von;Thoren;;Otto Karl Kasimir von;Man;1828;Vienne;1889;Paris;Austrian;;Salon de 1865;1865;Unique medal;;;;;;;;;;;;
610;Thuillier, Pierre;Thuillier;;Pierre;Man;1799;Amiens;1858;Paris;French;"Watelet, Louis; Gudin, Théodore";Salon de 1848;1835;3rd class medal;1837;2nd class medal;1839;1st class medal;1848;Rappel of 1st class medal;;;;1843;;
490;Timbal, Louis-Charles;Timbal;;Louis-Charles;Man;1821;Paris;1880;Paris;French;"Drolling, Martin; Signol, Emile";"Salon de 1848; Salon de 1857; Salon de 1859; Salon de 1861";1848;2nd class medal;1857;Rappel of 2nd class medal;1859;Rappel of 2nd class medal;1861;1st class medal;;;;1864;;
491;Tissier, Ange;Tissier;;Jean Baptiste Ange;Man;1814;Paris;1876;Nice;French;"Delaroche, Paul; Scheffer, Ary";"Salon de 1848; Salon de 1855; Salon de 1861";1845;3rd class medal;1847;2nd class medal;1848;Rappel of 2nd class medal;1855;3rd class medal;1861;Rappel of 2nd class medal;;1867;;
492;Tissot, James;Tissot;;Jacques Joseph;Man;1836;Nantes;1902;Buillon;French;"Flandrin, Hippolyte; Lamothe, Louis";Salon de 1866;1866;Unique medal;;;;;;;;;;1894;;
493;Torrents, Stanislas;Torrents;;Stanislas Pierre Nolasque;Man;1839;Marseille;1916;Cannes;Spanish;Couture, Thomas;Salon de 1875;1875;3rd class medal;;;;;;;;;;;;
